"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Parent Molecule Type";"Max Phase";"First Approval";"USAN Stem";"Smiles";"Mechanism of Action";"Mechanism Comment";"Selectivity Comment";"Target ChEMBL ID";"Target Name";"Action Type";"Target Type";"Target Organism";"Binding Site Name";"Binding Site Comment";"References";"Synonyms";"Parent Molecule ChEMBL ID"
"CHEMBL3544963";"DS-3078A";"Unknown";"1";"None";"";"None";"Serine/threonine-protein kinase mTOR inhibitor";"ATP-competitive mTORC1/mTORC2 inhibitor";"";"CHEMBL2842";"Serine/threonine-protein kinase mTOR";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3544963': [{'ref_id': '10.1158/1535-7163.TARG-13-C173', 'ref_url': 'http://mct.aacrjournals.org/content/12/11_Supplement/C173', 'ref_type': 'DOI'}, {'ref_id': 'http://www.hra.nhs.uk/news/research-summaries/phase-1-study-of-ds-3078a-in-patients-with-advanced-cancers/', 'ref_url': 'http://www.hra.nhs.uk/news/research-summaries/phase-1-study-of-ds-3078a-in-patients-with-advanced-cancers/', 'ref_type': 'Other'}]}";"Ds-3078a|Ds-3078a";"CHEMBL3544963"
"CHEMBL364804";"GW-406381";"Small molecule";"3";"None";"";"CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1";"Cyclooxygenase-2 inhibitor";"";"";"CHEMBL230";"Prostaglandin G/H synthase 2";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL364804': [{'ref_id': '15572651', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/15572651/', 'ref_type': 'PubMed'}]}";"Gw-406381|Gw406381";"CHEMBL364804"
"CHEMBL1201469";"GRAMICIDIN";"Unknown";"4";"1968";"'-cidin'";"None";"Cell membrane inhibitor";"";"";"CHEMBL2364031";"Cell membrane";"INHIBITOR";"SUBCELLULAR";"Bacteria";"";"";"{'CHEMBL1201469': [{'ref_id': 'setid=b7aa0bae-255b-4792-a963-6606370a175f#nlm34090-1', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7aa0bae-255b-4792-a963-6606370a175f#nlm34090-1', 'ref_type': 'DailyMed'}]}";"Gramicidin (INN)|Gramicidins (MI)|";"CHEMBL1201469"
"CHEMBL4297644";"SIMUROSERTIB";"Small molecule";"2";"None";"'-sertib'";"Cc1n[nH]cc1-c1cc2nc([C@@H]3CC4CCN3CC4)[nH]c(=O)c2s1";"Cell division cycle 7-related protein kinase inhibitor";"";"";"CHEMBL5443";"Cell division cycle 7-related protein kinase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4297644': [{'ref_id': '31131319', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31131319/', 'ref_type': 'PubMed'}]}";"Simurosertib (INN, USAN)|";"CHEMBL4297644"
"CHEMBL506569";"LANATOSIDE C";"Small molecule";"2";"None";"";"CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O";"Sodium/potassium-transporting ATPase inhibitor";"May also have antiviral and anticancer effects mediated by alternative mechanisms (PMID: 32784680)";"";"CHEMBL2095186";"Sodium/potassium-transporting ATPase";"INHIBITOR";"PROTEIN COMPLEX GROUP";"Homo sapiens";"K/Na-ATPase alpha subunit";"Alpha subunit";"{'CHEMBL506569': [{'ref_id': '31783627', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31783627/', 'ref_type': 'PubMed'}]}";"Lanatoside c (INN)|Lanatoside c jp 17 (JAN)|";"CHEMBL506569"
"CHEMBL3545351";"AV-101";"Small molecule";"3";"None";"";"Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O";"Glutamate [NMDA] receptor antagonist";"Antagonist of the glycin-site on GRIN1-subunits.";"";"CHEMBL2094124";"Glutamate [NMDA] receptor";"ANTAGONIST";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL3545351': [{'ref_id': 'http://www.vistagen.com/?page_id=11', 'ref_url': 'http://www.vistagen.com/?page_id=11', 'ref_type': 'Other'}, {'ref_id': '2842779', 'ref_url': 'http://europepmc.org/abstract/MED/2842779', 'ref_type': 'PubMed'}, {'ref_id': '4-Chlorokynurenine', 'ref_url': 'https://en.wikipedia.org/wiki/4-Chlorokynurenine', 'ref_type': 'Wikipedia'}]}";"4-chlorokynurenine|4-cl-kyn|Av-101|L-4-chlorokynurenine|L-4-cl-kyn";"CHEMBL3545351"
"CHEMBL4297564";"COBITOLIMOD";"Oligonucleotide";"3";"None";"'-imod'";"None";"Toll-like receptor 9 agonist";"";"";"CHEMBL5804";"Toll-like receptor 9";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4297564': [{'ref_id': '31630153', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/31630153/', 'ref_type': 'PubMed'}]}";"Cobitolimod (INN, USAN)|";"CHEMBL4297564"
"CHEMBL15413";"FLOMOXEF";"Small molecule";"3";"None";"'-oxef'";"CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21";"Bacterial penicillin-binding protein inhibitor";"";"";"CHEMBL2354204";"Bacterial penicillin-binding protein";"INHIBITOR";"PROTEIN FAMILY";"Bacteria";"";"";"{'CHEMBL15413': [{'ref_id': 'https://www.sciencedirect.com/topics/pharmacology-toxicology-and-pharmaceutical-science/flomoxef', 'ref_url': 'https://www.sciencedirect.com/topics/pharmacology-toxicology-and-pharmaceutical-science/flomoxef', 'ref_type': 'Other'}]}";"Flomoxef (INN)|";"CHEMBL15413"
"CHEMBL3545283";"RIVICICLIB";"Small molecule";"2";"None";"'-ciclib'";"CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO";"Cyclin-dependent kinase 1 inhibitor";"";"";"CHEMBL308";"Cyclin-dependent kinase 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545283': [{'ref_id': '17363486', 'ref_url': 'http://europepmc.org/abstract/MED/17363486', 'ref_type': 'PubMed'}, {'ref_id': '25215591', 'ref_url': 'http://europepmc.org/abstract/MED/25215591', 'ref_type': 'PubMed'}]}";"Riviciclib (INN, INN)|";"CHEMBL3545283"
"CHEMBL3544964";"RAVOXERTINIB";"Small molecule";"2";"None";"'-tinib'";"Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1";"MAP kinase ERK1 inhibitor";"";"";"CHEMBL3385";"Mitogen-activated protein kinase 3";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3544964': [{'ref_id': 'http://cancerres.aacrjournals.org/content/74/19_Supplement/DDT02-03', 'ref_url': 'http://cancerres.aacrjournals.org/content/74/19_Supplement/DDT02-03', 'ref_type': 'Other'}]}";"Ravoxertinib (INN, USAN)|";"CHEMBL3544964"
"CHEMBL1090479";"GSK-1070916";"Small molecule";"1";"None";"";"CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1";"Serine/threonine-protein kinase Aurora-B inhibitor";"";"";"CHEMBL2185";"Aurora kinase B";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1090479': [{'ref_id': '20420387', 'ref_url': 'http://europepmc.org/abstract/MED/20420387', 'ref_type': 'PubMed'}, {'ref_id': '24965505', 'ref_url': 'http://europepmc.org/abstract/MED/24965505', 'ref_type': 'PubMed'}]}";"Gsk-1070916|Gsk-1070916a";"CHEMBL1090479"
"CHEMBL3545283";"RIVICICLIB";"Small molecule";"2";"None";"'-ciclib'";"CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C1CO";"Cyclin-dependent kinase 4 inhibitor";"";"";"CHEMBL331";"Cyclin-dependent kinase 4";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545283': [{'ref_id': '17363486', 'ref_url': 'http://europepmc.org/abstract/MED/17363486', 'ref_type': 'PubMed'}, {'ref_id': '25215591', 'ref_url': 'http://europepmc.org/abstract/MED/25215591', 'ref_type': 'PubMed'}]}";"Riviciclib (INN, INN)|";"CHEMBL3545283"
"CHEMBL3544964";"RAVOXERTINIB";"Small molecule";"2";"None";"'-tinib'";"Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1";"MAP kinase ERK2 inhibitor";"";"";"CHEMBL4040";"Mitogen-activated protein kinase 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3544964': [{'ref_id': 'http://cancerres.aacrjournals.org/content/74/19_Supplement/DDT02-03', 'ref_url': 'http://cancerres.aacrjournals.org/content/74/19_Supplement/DDT02-03', 'ref_type': 'Other'}]}";"Ravoxertinib (INN, USAN)|";"CHEMBL3544964"
"CHEMBL1236962";"OMIPALISIB";"Small molecule";"2";"None";"'-lisib'";"COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F";"PI3-kinase class I inhibitor";"Dual MTOR/PIK3 inhibitor, ATP-competitive mTORC1/mTORC2 inhibitor";"";"CHEMBL3559703";"PI3-kinase class I";"INHIBITOR";"PROTEIN COMPLEX GROUP";"Homo sapiens";"";"";"{'CHEMBL1236962': [{'ref_id': '15705718', 'ref_url': 'http://europepmc.org/abstract/MED/15705718', 'ref_type': 'PubMed'}, {'ref_id': '24900173', 'ref_url': 'http://europepmc.org/abstract/MED/24900173', 'ref_type': 'PubMed'}]}";"Omipalisib (INN, USAN, USAN)|";"CHEMBL1236962"
"CHEMBL1258006";"BRADANICLINE";"Small molecule";"2";"None";"'-nicline'";"O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1";"Neuronal acetylcholine receptor protein alpha-7 subunit agonist";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor subunit alpha-7";"AGONIST";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1258006': [{'ref_id': '19482012', 'ref_url': 'http://europepmc.org/abstract/MED/19482012', 'ref_type': 'PubMed'}, {'ref_id': '23126648', 'ref_url': 'http://europepmc.org/abstract/MED/23126648', 'ref_type': 'PubMed'}]}";"Bradanicline hydrochloride (USAN)|Bradanicline (INN, USAN, USAN)|";"CHEMBL1258006"
"CHEMBL3545249";"GLPG-0555";"Unknown";"1";"None";"";"None";"Tyrosine-protein kinase JAK1 inhibitor";"Backup to GSK-2586184 (GLPG-0778)";"";"CHEMBL2835";"Tyrosine-protein kinase JAK1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545249': [{'ref_id': 'http://www.glpg.com/glpg-0778-555', 'ref_url': 'http://www.glpg.com/glpg-0778-555', 'ref_type': 'Other'}]}";"Glpg-0555";"CHEMBL3545249"
"CHEMBL559";"DEXTROTHYROXINE";"Small molecule";"4.0";"1967";"";"N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O";"Thyroid hormone receptor agonist";"";"";"CHEMBL2111462";"Thyroid hormone receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"";"{'CHEMBL559': [{'ref_id': '9780702034718 PP. 412', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}, {'ref_id': '20935564', 'ref_url': 'http://europepmc.org/abstract/MED/20935564', 'ref_type': 'PubMed'}, {'ref_id': '9440092', 'ref_url': 'http://europepmc.org/abstract/MED/9440092', 'ref_type': 'PubMed'}], 'CHEMBL3545058': [{'ref_id': '9780702034718 PP. 412', 'ref_url': 'http://www.isbnsearch.org/isbn/9780702034718', 'ref_type': 'ISBN'}, {'ref_id': '20935564', 'ref_url': 'http://europepmc.org/abstract/MED/20935564', 'ref_type': 'PubMed'}, {'ref_id': '9440092', 'ref_url': 'http://europepmc.org/abstract/MED/9440092', 'ref_type': 'PubMed'}]}";"D-thyroxine (MI)|Dextrothyroxine (BAN)|D-thyroxine sodium salt (MI)|Dextrothyroxine sodium (INN, USAN, USP)|";"CHEMBL559"
"CHEMBL6068160";"PACIBEKITUG";"Antibody";"2";"None";"";"None";"Interleukin-6 inhibitor";"";"";"CHEMBL1795129";"Interleukin-6";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL6068160': [{'ref_id': '27672124', 'ref_url': 'http://europepmc.org/abstract/MED/27672124', 'ref_type': 'PubMed'}]}";"Pacibekitug (INN)|";"CHEMBL6068160"
"CHEMBL4650406";"LEVILIMAB";"Antibody";"3";"None";"'-mab'";"None";"Interleukin-6 receptor alpha subunit inhibitor";"";"";"CHEMBL2364155";"Interleukin-6 receptor subunit alpha";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4650406': [{'ref_id': 'NCT04227366', 'ref_url': 'https://clinicaltrials.gov/ct2/show/NCT04227366', 'ref_type': 'ClinicalTrials'}]}";"Levilimab (INN)|";"CHEMBL4650406"
"CHEMBL4297588";"ODEVIXIBAT";"Small molecule";"4.0";"2021";"'-ixibat'";"CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1";"Ileal bile acid transporter inhibitor";"";"";"CHEMBL2778";"Ileal sodium/bile acid cotransporter";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5315120': [{'ref_id': 'https://www.ema.europa.eu/en/documents/product-information/bylvay-epar-product-information_en.pdf', 'ref_url': 'https://www.ema.europa.eu/en/documents/product-information/bylvay-epar-product-information_en.pdf', 'ref_type': 'EMA'}], 'CHEMBL4297588': [{'ref_id': '32601135', 'ref_url': 'http://europepmc.org/abstract/MED/32601135', 'ref_type': 'PubMed'}]}";"Odevixibat (INN, USAN)|";"CHEMBL4297588"
"CHEMBL2109616";"ABX-IL8";"Unknown";"2";"None";"";"None";"Interleukin-8 inhibitor";"Blocks the binding of IL-8 to IL-8 receptors and inhibits IL-8-dependent neutrophil activation, migration, and degranulation.";"";"CHEMBL2157";"Interleukin-8";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL2109616': [{'ref_id': '12107097', 'ref_url': 'http://europepmc.org/abstract/MED/12107097', 'ref_type': 'PubMed'}]}";"Abx-il8";"CHEMBL2109616"
"CHEMBL3916717";"SELONSERTIB";"Small molecule";"3";"None";"'-sertib'";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"Mitogen-activated protein kinase kinase kinase 5 inhibitor";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3916717': [{'ref_id': '25531162', 'ref_url': 'http://europepmc.org/abstract/MED/25531162', 'ref_type': 'PubMed'}]}";"Selonsertib (INN, USAN)|";"CHEMBL3916717"
"CHEMBL3707222";"VOLIXIBAT";"Small molecule";"2";"None";"'-ixibat'";"CCCC[C@]1(CC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2cccc(NC(=O)N[C@@H]3O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3O)c2)[C@H]1O";"Ileal bile acid transporter inhibitor";"";"";"CHEMBL2778";"Ileal sodium/bile acid cotransporter";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3707222': [{'ref_id': '30186169', 'ref_url': 'http://europepmc.org/abstract/MED/30186169', 'ref_type': 'PubMed'}]}";"Volixibat (INN, USAN)|Volixibat potassium (USAN)|";"CHEMBL3707222"
"CHEMBL281398";"TERBOGREL";"Small molecule";"2";"None";"'-grel'";"CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1";"Thromboxane-A synthase inhibitor";"Terbogrel mode of action combines the inhibition of the thromboxane A2 (TxA2) receptor with the inhibition of thromboxane A synthase. This combination not only blocks the formation and action  of TxA2, but it also leads to an enhanced local production of antithrombotic prostaglandins. This mechanism provides potent antithrombotic action without affecting systemic haemostasis.";"";"CHEMBL1835";"Thromboxane-A synthase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL281398': [{'ref_id': '10197967', 'ref_url': 'http://europepmc.org/abstract/MED/10197967', 'ref_type': 'PubMed'}, {'ref_id': '12040360', 'ref_url': 'http://europepmc.org/abstract/MED/12040360', 'ref_type': 'PubMed'}, {'ref_id': '15206991', 'ref_url': 'http://europepmc.org/abstract/MED/15206991', 'ref_type': 'PubMed'}, {'ref_id': '24298905', 'ref_url': 'http://europepmc.org/abstract/MED/24298905', 'ref_type': 'PubMed'}]}";"Terbogrel (INN, USAN)|";"CHEMBL281398"
"CHEMBL1236962";"OMIPALISIB";"Small molecule";"2";"None";"'-lisib'";"COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F";"Serine/threonine-protein kinase mTOR inhibitor";"Dual MTOR/PIK3 inhibitor, ATP-competitive mTORC1/mTORC2 inhibitor";"";"CHEMBL2842";"Serine/threonine-protein kinase mTOR";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1236962': [{'ref_id': '15705718', 'ref_url': 'http://europepmc.org/abstract/MED/15705718', 'ref_type': 'PubMed'}, {'ref_id': '24900173', 'ref_url': 'http://europepmc.org/abstract/MED/24900173', 'ref_type': 'PubMed'}]}";"Omipalisib (INN, USAN, USAN)|";"CHEMBL1236962"
"CHEMBL1201558";"INTERFERON ALFA-2B";"Protein";"4";"1986";"";"None";"Interferon alpha/beta receptor agonist";"";"";"CHEMBL2364170";"Interferon alpha/beta receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"Alpha subunit is binding site";"{'CHEMBL1201558': [{'ref_id': 'setid=fd653d74-48ab-49e4-a42d-ec1cbc59badb', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=fd653d74-48ab-49e4-a42d-ec1cbc59badb', 'ref_type': 'DailyMed'}, {'ref_id': '10049744', 'ref_url': 'http://europepmc.org/abstract/MED/10049744', 'ref_type': 'PubMed'}]}";"Interferon alfa-2b (BAN, INN, MI, USAN)|";"CHEMBL1201558"
"CHEMBL4594254";"SIMPINICLINE";"Small molecule";"2";"None";"'-nicline'";"C(=C/[C@H]1CCNC1)\c1cncnc1";"Neuronal acetylcholine receptor; alpha3/beta4 agonist";"";"";"CHEMBL1907594";"Neuronal acetylcholine receptor; alpha3/beta4";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"";"{'CHEMBL4594254': [{'ref_id': 'http://www.jefferies.com/CMSFiles/Jefferies.com/files/Conferences/060214/Presentations/Targacept.pdf', 'ref_url': 'http://www.jefferies.com/CMSFiles/Jefferies.com/files/Conferences/060214/Presentations/Targacept.pdf', 'ref_type': 'Other'}, {'ref_id': '18511441', 'ref_url': 'http://europepmc.org/abstract/MED/18511441', 'ref_type': 'PubMed'}]}";"Simpinicline (INN, USAN)|Simpinicline citrate (USAN)|";"CHEMBL4594254"
"CHEMBL4742157";"GSK-2256098";"Small molecule";"2";"None";"";"CONC(=O)c1ccccc1Nc1cc(Nc2cc(C)nn2C(C)C)ncc1Cl";"Focal adhesion kinase 1 inhibitor";"";"";"CHEMBL2695";"Focal adhesion kinase 1";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL4742157': [{'ref_id': '10.1016/S0959-8049(12)72185-8', 'ref_url': 'http://www.sciencedirect.com/science/article/pii/S0959804912721858', 'ref_type': 'DOI'}, {'ref_id': '25486573', 'ref_url': 'http://europepmc.org/abstract/MED/25486573', 'ref_type': 'PubMed'}]}";"Gsk-2256098";"CHEMBL4742157"
"CHEMBL1201561";"PEGINTERFERON ALFA-2B";"Protein";"4";"2000";"'peg-'";"None";"Interferon alpha/beta receptor agonist";"";"";"CHEMBL2364170";"Interferon alpha/beta receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"Alpha subunit is binding site";"{'CHEMBL1201561': [{'ref_id': 'setid=de61685e-2b8c-4e22-84bb-869e13600440', 'ref_url': 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=de61685e-2b8c-4e22-84bb-869e13600440', 'ref_type': 'DailyMed'}, {'ref_id': '17969444', 'ref_url': 'http://europepmc.org/abstract/MED/17969444', 'ref_type': 'PubMed'}]}";"Peginterferon alfa-2b (BAN, INN, JAN, MI, USAN)|";"CHEMBL1201561"
"CHEMBL1090089";"PAMAPIMOD";"Small molecule";"2";"None";"'-imod'";"Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21";"MAP kinase p38 alpha inhibitor";"";"";"CHEMBL260";"Mitogen-activated protein kinase 14";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1090089': [{'ref_id': '18776065', 'ref_url': 'http://europepmc.org/abstract/MED/18776065', 'ref_type': 'PubMed'}]}";"Pamapimod (INN, USAN, USAN)|";"CHEMBL1090089"
"CHEMBL4298040";"GEDIVUMAB";"Antibody";"2";"None";"'-mab'";"None";"Hemagglutinin inhibitor";"";"";"CHEMBL3559640";"Hemagglutinin";"INHIBITOR";"SINGLE PROTEIN";"Influenza A virus";"";"";"{'CHEMBL4298040': [{'ref_id': '32621543', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/32621543/', 'ref_type': 'PubMed'}]}";"Gedivumab (INN, USAN)|";"CHEMBL4298040"
"CHEMBL701";"BACLOFEN";"Small molecule";"4";"1977";"";"NCC(CC(=O)O)c1ccc(Cl)cc1";"GABA-B receptor agonist";"";"";"CHEMBL2111463";"GABA-B receptor";"AGONIST";"PROTEIN COMPLEX";"Homo sapiens";"";"";"{'CHEMBL701': [{'ref_id': '11168554', 'ref_url': 'http://europepmc.org/abstract/MED/11168554', 'ref_type': 'PubMed'}, {'ref_id': 'Baclofen', 'ref_url': 'http://en.wikipedia.org/wiki/Baclofen', 'ref_type': 'Wikipedia'}]}";"Baclofen (BAN, INN, JAN, MI, USAN, USP)|";"CHEMBL701"
"CHEMBL3545159";"R-333";"Unknown";"2";"None";"";"None";"Tyrosine-protein kinase SYK inhibitor";"Active metabolite of R-348";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL3545159': [{'ref_id': 'http://www.rigel.com/index.php/pipeline/', 'ref_url': 'http://www.rigel.com/index.php/pipeline/', 'ref_type': 'Other'}]}";"R-333";"CHEMBL3545159"
"CHEMBL1201579";"CAPROMAB PENDETIDE";"Antibody";"4";"1996";"'-mab; -tide'";"None";"Diagnostic agent";"";"";"";"";"None";"";"";"";"";"{'CHEMBL1201579': [{'ref_id': '16985928', 'ref_url': 'https://pubmed.ncbi.nlm.nih.gov/16985928/', 'ref_type': 'PubMed'}]}";"Capromab pendetide (USAN)|";"CHEMBL1201579"
"CHEMBL1337";"NITISINONE";"Small molecule";"4";"2002";"";"O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]";"4-hydroxyphenylpyruvate dioxygenase inhibitor";"";"";"CHEMBL1861";"4-hydroxyphenylpyruvate dioxygenase";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL1337': [{'ref_id': 'label/2014/021232s013lbl.pdf', 'ref_url': 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/021232s013lbl.pdf', 'ref_type': 'FDA'}]}";"Nitisinone (INN, JAN, MI, USAN)|";"CHEMBL1337"
"CHEMBL475251";"R-406";"Small molecule";"2";"None";"";"COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC";"Tyrosine-protein kinase SYK inhibitor";"Active metabolite of prodrug R-788 (Fostamatinib)";"";"CHEMBL2599";"Tyrosine-protein kinase SYK";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL475251': [{'ref_id': '16946104', 'ref_url': 'http://europepmc.org/abstract/MED/16946104', 'ref_type': 'PubMed'}]}";"R-406|R940406|Tamatinib";"CHEMBL475251"
"CHEMBL1201326";"RUBIDIUM";"Small molecule";"3";"None";"";"[Rb]";"Diagnostic agent";"";"";"";"";"None";"";"";"";"";"{'CHEMBL4297424': [{'ref_id': 'setid=ee95aa18-9f2f-40eb-9b4c-583bea6f36bf', 'ref_url': 'https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ee95aa18-9f2f-40eb-9b4c-583bea6f36bf', 'ref_type': 'DailyMed'}]}";"Rubidium (MI)|";"CHEMBL1201326"
"CHEMBL267345";"AMPHOTERICIN B";"Small molecule";"4";"1964";"";"C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O";"Ergosterol sequestering agent";"forms pore in membrane by binding ergosterol";"";"CHEMBL2364028";"Ergosterol";"SEQUESTERING AGENT";"SMALL MOLECULE";"Candida albicans";"";"";"{'CHEMBL267345': [{'ref_id': '19689243', 'ref_url': 'http://europepmc.org/abstract/MED/19689243', 'ref_type': 'PubMed'}]}";"Amphotericin b (INN, MI)|Amphotericin b lipid complex (MI)|Amphotericin b liposomal complex (MI)|";"CHEMBL267345"
"CHEMBL3545400";"SAR-103168";"Unknown";"2";"None";"";"None";"Unknown";"Multi-targeted kinase inhibitor";"";"";"";"None";"";"";"";"";"{'CHEMBL3545400': [{'ref_id': 'https://ncats.nih.gov/files/SAR103168.pdf', 'ref_url': 'https://ncats.nih.gov/files/SAR103168.pdf', 'ref_type': 'Other'}]}";"Sar-103168";"CHEMBL3545400"
"CHEMBL5314410";"THELIATINIB";"Small molecule";"2";"None";"'-tinib'";"C#Cc1cccc(Nc2ncnc3cc(OC)c(NC(=O)N4C[C@H]5CCN(C)[C@H]5C4)cc23)c1";"Epidermal growth factor receptor erbB1 inhibitor";"";"";"CHEMBL203";"Epidermal growth factor receptor";"INHIBITOR";"SINGLE PROTEIN";"Homo sapiens";"";"";"{'CHEMBL5314410': [{'ref_id': 'NCT02601248', 'ref_url': 'https://www.clinicaltrials.gov/ct2/show/NCT02601248', 'ref_type': 'ClinicalTrials'}, {'ref_id': 'http://www.hmplglobal.com/en/theliatinibhmpl-309/', 'ref_url': 'http://www.hmplglobal.com/en/theliatinibhmpl-309/', 'ref_type': 'Other'}]}";"Xiliertinib (INN)|";"CHEMBL5314410"
